cpu,mb,gpu,ram,psu,total_price,benchmark_cpu,passmark_gpu,cpu_scaled,gpu_scaled,final_score,level
Intel Core i9-9960X @ 3.10GHz,MAINBOARD (1151V2) LONGWELL H310-H3M DDR4 (REV. 2.0),Radeon R9 270 / R7 370,RAM DDR4(2666) 16GB BLACKBERRY MAXIMUS GRAY x2,POWER SUPPLY (80+ WHITE) 550W MONTECH AP550,28305.8672,29634,4259,0.4209354120267261,0.08384658084639582,0.25239099643656093,Basic
Intel Core i7-7700T @ 2.90GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon Pro 455,RAM DDR4(3200) 16GB BLACKBERRY MAXIMUS GRAY x2,POWER SUPPLY (80+ SILVER) 650W GIGABYTE P650SS (GP-650SS),35280.68,7523,3112,0.1052624064873508,0.05352753033226719,0.079394968409809,Basic
AMD Ryzen 7 7800X3D,MAINBOARD (AM5) ASUS TUF GAMING A620M PLUS WIFI DDR5,Radeon RX 6950 XT,RAM DDR5(5200) 32GB (16GBX2) APACER GAMING BLACK (AH5U32G52C5027BAA-2) x2,POWER SUPPLY (80+ GOLD) 850W CORSAIR SERIES RM850E (CP-9020296-NA),67775.3376,34286,28098,0.48735080806350295,0.7139911712616637,0.6006709896625833,Standard
Intel Core i7-7920HQ @ 3.10GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon Pro W5500,RAM DDR4(3200) 32GB (16GBX2) BLACKBERRY MAXIMUS x2,POWER SUPPLY (80+ GOLD) 1000w. ASUS TUF GAMING 1000G WHITE,55581.16,7307,8940,0.1021786305750671,0.2075810842959478,0.15487985743550745,Basic
AMD Ryzen 7 PRO 3700,MAINBOARD (AM4) LONGWELL B450M-VDH DDR4,Radeon RX 590,RAM DDR4(3200) 16GB LEXAR THOR OC DARK GREY (LD4BU016G-R3200GSXG) x2,POWER SUPPLY (80+ WHITE) 650W MONTECH AP650,25539.288800000002,22746,9306,0.32259722460167894,0.21725568977822424,0.26992645718995156,Basic
Intel Core i3-7350K @ 4.20GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Intel Arc A380,RAM DDR4(3200) 16GB ADATA 16 CHIP (AD4U320016G22-SGN) x2,POWER SUPPLY (80+ BRONZE) 750W CORSAIR CX750 (CP-9020279-NA),26149.28,4874,6280,0.06744332134087144,0.1372683777854141,0.10235584956314277,Basic
Intel Core i5-7400T @ 2.40GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Tesla P40,RAM DDR4(3200) 16GB HIKSEMI ARMOR PURPLE (HSC416U32Z2) x2,POWER SUPPLY (CYBENETICS PLATINUM) 750W CORSAIR RM750E (CP-9020295-NA),31837.9824,4702,11595,0.06498772200331221,0.2777616240649203,0.17137467303411624,Basic
Intel Core i9-12900K,MAINBOARD (1700) GIGABYTE B760M D3HP DDR4 (REV. 1.0),RTX A4000,RAM DDR4(3200) 16GB HYNIX 16 CHIP x2,POWER SUPPLY (80+ WHITE) 600W COOLER MASTER ELITE NEX MWE 230V (MPW-6001-ACBW),60991.64,41153,19470,0.5853891839415225,0.4859242420237372,0.5356567129826298,Standard
Intel Core i3-8300T @ 3.20GHz,MAINBOARD (1151V2) GIGABYTE H310M M.2 2.0 DDR4 (REV. 1.3),GeForce GTX 1630,RAM DDR4(2666) 16GB BLACKBERRY MAXIMUS GRAY x2,POWER SUPPLY (80+ GOLD) 850W ASUS TUF GAMING 850G,28251.524,5378,4983,0.07463879846953342,0.10298432502445086,0.08881156174699215,Basic
Intel Core i5-9500E @ 3.00GHz,MAINBOARD (1151V2) GIGABYTE H310M M.2 2.0 DDR4 (REV. 1.3),Intel Arc B580,RAM DDR4(3200) 16GB HIKSEMI FUTURE WHITE RGB (HSC416U32F4) x2,POWER SUPPLY (80+ GOLD) 1000W ASUS ROG STRIX AURA GAMING 1000G,38055.04,9104,15825,0.12783393295642737,0.3895746874256562,0.2587043101910418,Basic
Intel Core i9-10940X @ 3.30GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,GeForce RTX 5070,RAM DDR4(3200) 32GB (16GBX2) BLACKBERRY MAXIMUS GRAY x2,POWER SUPPLY (CYBENETICS PLATINUM) 850W MONTECH CENTURY II,61134.68,27651,28788,0.39262463594312147,0.732230181597103,0.5624274087701122,Standard
AMD Athlon 2650e,MAINBOARD (AM4) LONGWELL A320M-VH DDR4,Radeon RX 460,RAM DDR4(2666) 8GB BLACKBERRY MAXIMUS GRAY x1,POWER SUPPLY (80+ GOLD) 850W COOLER MASTER MWE V3 (MPE-8506-ACAG-BTH),14801.279999999999,274,4101,0.0017703158014962025,0.07967011181306335,0.040720213807279776,Basic
Intel Core i9-13900KS,MAINBOARD (1700) ASUS PRIME B760M-A DDR5,Radeon Pro WX 8200,RAM DDR5(5200) 16GB (8GBX2) CORSAIR VENGEANCE BLACK (CMK16GX5M2B5200Z40) x2,POWER SUPPLY (80+ BRONZE) 650W MSI MAG A650BN,93843.1976,60519,12592,0.8618725372622923,0.3041156723322143,0.5829941047972533,Standard
Intel Core i5-7600 @ 3.50GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Quadro P6000,RAM DDR4(3200) 16GB APACER NOX BLACK (AH4U16G32C28YMBAA-1) x2,POWER SUPPLY (80+ WHITE) 700W SILVERSTONE (ST70F-ES230),131040.4352,6580,15555,0.09179944035177887,0.3824376833813539,0.23711856186656638,Basic
Intel Core i5-7442EQ @ 2.10GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),GeForce RTX 5080,RAM DDR4(3200) 16GB APACER NOX RGB BLACK (AH4U16G32C28YNBAA-1) x2,POWER SUPPLY 600W TSUNAMI EX600,71085.0,4834,35722,0.06687225172748557,0.9155190187941107,0.4911956352607981,Standard
Intel Core i9-11900T @ 1.50GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,Radeon Pro WX 4150,RAM DDR4(2666) 16GB BLACKBERRY MAXIMUS GRAY x2,POWER SUPPLY (CYBENETICS GOLD) 850W SILVERSTONE TRITON 850RX (SST-TR850R-GF),50946.68,18620,2579,0.2636913939809263,0.03943855568184822,0.15156497483138726,Basic
Intel Core i3-7300T @ 3.50GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon RX 6800,RAM DDR4(3200) 16GB BLACKBERRY MAXIMUS x2,POWER SUPPLY 620W ITSONAS KINGKONG,34633.235199999996,4140,22032,0.0569641939352407,0.5536464803996722,0.30530533716745645,Basic
Intel Core i3-10105T @ 3.00GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,Radeon PRO W6800,RAM DDR4(3200) 16GB (8GBX2) KINGSTON FURY BEAST RGB (KF432C16BB2AK2/16WP) x2,POWER SUPPLY (80+ BRONZE) 550W ITSONAS DARK FOREST WHITE SFX,84120.4888,7796,20158,0.10915995659870939,0.5041103856625518,0.3066351711306306,Basic
Intel Core i5-7400 @ 3.00GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon RX 6600 XT,RAM DDR4(3200) 16GB APACER NOX BLACK (AH4U16G32C28YMBAA-1) x2,POWER SUPPLY (80+ WHITE) 650W THERMALTAKE TR2 S,23026.692,5475,16451,0.07602364228199418,0.4061219634691126,0.24107280287555338,Basic
Intel Core i3-10100T @ 3.00GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,Radeon RX 6600 XT,RAM DDR4(3200) 16GB HIKSEMI ARMOR BLACK (HSC416U32D2)Recommend x2,POWER SUPPLY (80+ GOLD) 650W GIGABYTE PG5 (PCIE 5.1),26546.64,7299,16451,0.10206441665238991,0.4061219634691126,0.25409319006075126,Basic
AMD Ryzen 7 3800XT,MAINBOARD (AM4) LONGWELL B450M-VDH DDR4,GeForce GTX 1660,RAM DDR4(3200) 16GB BLACKBERRY MAXIMUS GRAY x2,POWER SUPPLY (80+ GOLD) 1200W ASUS TUF GAMING 1200G,29917.6,23438,11621,0.3324767289132545,0.27844889112103827,0.30546281001714637,Basic
Intel Xeon E3-1240 v6 @ 3.70GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon Pro 555,RAM DDR4(3200) 16GB HIKSEMI ARMOR PURPLE (HSC416U32Z2) x2,POWER SUPPLY (FULL) 500W DTECH PW007,61008.488,8729,3140,0.12248015533093484,0.054267664085009645,0.08837390970797224,Basic
Intel Core i7-10700E @ 2.90GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,Quadro M2000,RAM DDR4(3200) 16GB HYNIX 16 CHIP x2,POWER SUPPLY (CYBENETICS GOLD) 750W EINAREX NEXUS MASTER L1 BLACK (EXPS-NL1-750-BK),32909.6,16086,4034,0.22751413397293127,0.0778990774761439,0.1527066057245376,Basic
AMD Ryzen 7 3700X,MAINBOARD (AM4) ASROCK B450M HDV DDR4 R4.0,Radeon RX 7600,RAM DDR4(2666) 16GB HYNIX 16 CHIP x2,POWER SUPPLY (80+ BRONZE) 750W MSI MAG A750BN PCIE5,25168.28,22417,16544,0.31790017703158013,0.4085802648621501,0.36324022094686514,Basic
Intel Core i9-10900T @ 1.90GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,GeForce RTX 4070 Ti SUPER,RAM DDR4(3200) 16GB HIKSEMI ARMOR PURPLE (HSC416U32Z2) x2,POWER SUPPLY (CYBENETICS PLATINUM) 650W CORSAIR RM650E (CP-9020302-NA),57151.6888,14735,31797,0.20822625778082346,0.8117681266686051,0.5099971922247143,Standard
Intel Core i5-10600K @ 4.10GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,Radeon RX 7800 XT,RAM DDR4(3200) 16GB APACER NOX BLACK (AH4U16G32C28YMBAA-1) x2,POWER SUPPLY (80+ WHITE) 550W THERMALTAKE TR2 S (PS-TRS-0550NNSAWE-H),35333.2888,14249,24324,0.20128776197818513,0.614231714731305,0.40775973835474505,Basic
AMD Athlon 3000G,MAINBOARD (AM4) ASROCK B450M PRO4 DDR4 R2.0,GeForce RTX 4070,RAM DDR4(3200) 16GB (8GBX2) BLACKBERRY MAXIMUS x2,POWER SUPPLY (80+ PLATINUM) 1000W GIGABYTE AORUS P1000W (GP-AE1000PM PG5),40545.9312,4442,26914,0.06127576951630403,0.6826940868599826,0.37198492818814327,Basic
Intel Core i3-7102E @ 2.10GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon RX 6600 XT,RAM DDR4(3200) 16GB BLACKBERRY ASGARD x2,POWER SUPPLY (80+ GOLD) 850W THERMALTAKE TOUGHPOWER GT SNOW,33362.0,2599,16451,0.03496373707954999,0.4061219634691126,0.2205428502743313,Basic
Intel Core i3-6300T @ 3.30GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Quadro M2200,RAM DDR4(3200) 16GB BLACKBERRY PRO SERIES BLACK x2,POWER SUPPLY (80+ BRONZE) 550W ITSONAS DARK FOREST SFX,26925.6,3985,4288,0.05475129918337045,0.0846131479474505,0.06968222356541048,Basic
Intel Xeon E3-1205 v6 @ 3.00GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon RX 5600 XT,RAM DDR4(3200) 16GB KINGSTON VALUE RAM (KVR32N22D8/16WP) x2,POWER SUPPLY (80+ BRONZE) 550W ITSONAS FROZEN,27226.16,5682,13418,0.07897892753126606,0.3259496180381169,0.20246427278469148,Basic
AMD Ryzen 5 7500X3D,MAINBOARD (AM5) ASROCK B650M PRO RS DDR5,Radeon R7 450,RAM DDR5(5600) 96GB (48GBX2) G.SKILL TRIDENT Z5 RGB BLACK (F5-5600J4040D48GX2-TZ x2,POWER SUPPLY 650W OKER EB-650,175166.88880000002,25192,1881,0.357518131460225,0.020988078559911184,0.1892531050100681,Basic
AMD Ryzen 5 3600X,MAINBOARD (AM4) GIGABYTE B450M DS3H V3 DDR4 (REV. 1.5),GeForce GTX 1060 5GB,RAM DDR4(3200) 8GB KINGSTON VALUE (KVR32N22S8/8) x1,POWER SUPPLY (80+ BRONZE) 650W ITSONAS FROZEN,13967.6072,18132,9205,0.2567243446976186,0.21458592159868892,0.23565513314815378,Basic
Intel Core i5-6600T @ 2.70GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Intel Arc A770,RAM DDR4(3200) 16GB (8GBX2) BLACKBERRY MAXIMUS GRAY x2,POWER SUPPLY (CYBENETICS PLATINUM) 1000W CORSAIR RM1000E WHITE (CP-9020294-NA),33375.044,5572,13347,0.07740848609445491,0.3240728503079485,0.20074066820120173,Basic
AMD Ryzen 5 3500X,MAINBOARD (AM4) GIGABYTE B550 EAGLE WIFI6 DDR4 (REV. 1.0),Radeon Pro,RAM DDR4(3200) 16GB KINGSTON FURY BEAST (KF432C16BB1/16WP) x2,POWER SUPPLY (FULL) 600W DTECH PW008,50110.8488,13163,2559,0.18578322197475872,0.03890988871560361,0.11234655534518116,Basic
Intel Core i9-7980XE @ 2.60GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Quadro P1000,RAM DDR4(3200) 32GB (16GBX2) CORSAIR VENGEANCE LPX BLACK (CMK32GX4M2E3200C16) x2,POWER SUPPLY (80+ BRONZE) 650W MSI MAG A650BN,44963.1776,29605,4498,0.4205213865570213,0.09016415109301895,0.25534276882502016,Basic
Intel Core i9-9940X @ 3.30GHz,MAINBOARD (1151V2) LONGWELL H310-H3M DDR4 (REV. 2.0),GeForce RTX 3070,RAM DDR4(3200) 16GB BLACKBERRY MAXIMUS x2,POWER SUPPLY (FULL) 600W AEROCOOL SUPERB,50857.9896,28003,22138,0.3976500485409171,0.5564484153207687,0.4770492319308429,Standard
AMD Ryzen 5 8400F,MAINBOARD (AM5) GIGABYTE X870E AORUS PRO X3D ICE DDR5 (rev. 1.0),GeForce RTX 5080,RAM DDR5(6400) 32GB (16GBX2) ZADAK SPARK RGB (ZD5-SPR64C55-32G2W2) x2,POWER SUPPLY (80+ GOLD) 1000W ASUS ROG STRIX AURA GAMING 1000G,116888.7904,24484,35722,0.3474101993032951,0.9155190187941107,0.6314646090487028,Standard
Intel Core i5-12600KF,MAINBOARD (1700) MSI B760 GAMING PLUS WIFI DDR5,Radeon RX 460,RAM DDR5(4800) 16GB APACER (FL.16G2A.PTH) x2,POWER SUPPLY (80+ GOLD) 850W CORSAIR SERIES RM850E (CP-9020296-NA),33840.5288,27547,4101,0.3911398549483182,0.07967011181306335,0.23540498338069077,Basic
Intel Core i5-7500 @ 3.40GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon R7 450,RAM DDR4(3200) 16GB (8GBX2) KINGSTON FURY BEAST RGB (KF432C16BB2AK2/16) x2,POWER SUPPLY (FULL) 550W ANTEC ATOM V550,27370.4144,6032,1881,0.08397578664839245,0.020988078559911184,0.052481932604151814,Basic
AMD Ryzen 9 5900XT,MAINBOARD (AM4) LONGWELL A320M-VH DDR4,Radeon RX 6950 XT,RAM DDR4(3200) 32GB (16GBX2) KINGSTON FURY BEAST (KF432C16BB1K2/32WP) x2,POWER SUPPLY (80+ BRONZE) 650W ITSONAS FROZEN,52738.32,43983,28098,0.6257923590885729,0.7139911712616637,0.6698917651751183,Standard
Intel Core i9-9900K @ 3.60GHz,MAINBOARD (1151V2) LONGWELL H310-D4N V3 DDR4,Radeon RX 7800 XT,RAM DDR4(2666) 16GB APACER (EL.16G2V.GNH) x2,POWER SUPPLY (80+ PLATINUM) 1300W DEEPCOOL PX1300P,50266.5192,18081,24324,0.2559962309405517,0.614231714731305,0.43511397283592834,Basic
Intel Core i7-9700T @ 2.00GHz,MAINBOARD (1151V2) LONGWELL H310-H3M DDR4 (REV. 2.0),GeForce RTX 5060 Ti 16GB,RAM DDR4(3200) 16GB KINGSTON FURY BEAST RGB (KF432C16BB12A/16WP) x2,POWER SUPPLY (SATA) 580W TSUNAMI EXTREME+PRO,54852.8096,10551,22700,0.14849237622066128,0.5713039570722424,0.3598981666464518,Basic
Intel Xeon E E-2486,MAINBOARD (1700) GIGABYTE H610M K DDR4 (REV. 2.0),GeForce RTX 2070 SUPER,RAM DDR4(3200) 16GB BLACKBERRY 8 CHIP x2,POWER SUPPLY (80+ PLATINUM) 1000W ASUS ROG LOKI 1000P SFX,46636.72,23605,18150,0.33486094454914056,0.4510322222515926,0.3929465834003666,Basic
Intel Core i3-14100,MAINBOARD (1700) ASROCK H610M-HDV/M.2+ DDR5,Quadro P5000,RAM DDR5(5200) 16GB KINGSTON FURY BEAST RGB WHITE (KF552C40BWA-16) x2,POWER SUPPLY (80+ WHITE) 650W THERMALTAKE TR2 S (PS-TRS-0650NNSAWE-H),93321.2888,15149,12637,0.21413682827936723,0.3053051730062647,0.25972100064281595,Basic
Intel Core i5-10600T @ 2.40GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,GeForce RTX 4080 SUPER,RAM DDR4(3200) 16GB HYNIX 16 CHIP x2,POWER SUPPLY (80+ GOLD) 750W SEGOTEP GM750W WHITE,61428.56,11535,34251,0.16254068870995372,0.8766355634268193,0.5195881260683864,Standard
Intel Xeon E3-1558L v5 @ 1.90GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon RX 7900 XTX,RAM DDR4(3200) 16GB ADATA D35G XPG WHITE (AX4U320016G16A-SWHD35) x2,POWER SUPPLY (80+ GOLD) 850W SILVERSTONE DA850W (SST-DA850R-GMA),69833.52,7634,31353,0.10684712466449658,0.8000317200179747,0.4534394223412357,Standard
Intel Core i7-13800HRE,MAINBOARD (1700) ASROCK H610M-HDV/M.2+ DDR5,GeForce GTX 1060,RAM DDR5(5200) 32GB KINGSTON FURY BEAST (KF552C40BB-32) x2,POWER SUPPLY (FULL) 750W ANTEC ATOM V750,50340.520000000004,19884,10056,0.2817371937639198,0.23708070101239728,0.25940894738815856,Basic
AMD Ryzen 5 9600,MAINBOARD (AM5) GIGABYTE B850M AORUS ELITE WIFI6E ICE DDR5 (REV. 1.1),Intel Arc A380,RAM DDR5(5200) 32GB (16GBX2) BLACKBERRY MAXIMUS GRAY x2,POWER SUPPLY (80+ PLATINUM) 850W SEGOTEP PM 850W,47593.9344,29358,6280,0.4169950316943635,0.1372683777854141,0.2771317047398888,Basic
Intel 300T,MAINBOARD (1700) ASROCK B760M-H2/M.2 DDR5,GeForce RTX 3080,RAM DDR5(5200) 32GB (16GBX2) ZADAK SPARK RGB (ZD5-SPR52C50-32G2W2) x2,POWER SUPPLY (80+ BRONZE) 550W ITSONAS FROZEN,50771.84,5567,25040,0.07733710239278169,0.6331579921228622,0.3552475472578219,Basic
AMD Ryzen 7 8700F,MAINBOARD (AM5) GIGABYTE X870E AORUS ELITE X3D DDR5 (REV. 1.0),Radeon RX 6650 XT,RAM DDR5(5600) 32GB (16GBX2) CORSAIR VENGEANCE BLACK (CMK32GX5M2B5600C40) x2,POWER SUPPLY (80+ BRONZE) 750W ITSONAS FROZEN,55016.123999999996,31160,17120,0.44272171777739705,0.423805873489995,0.433263795633696,Basic
Intel Core i7-10700T @ 2.00GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,RTX PRO 5000 Blackwell,RAM DDR4(3200) 32GB (16GBX2) BLACKBERRY MAXIMUS x2,POWER SUPPLY (80+ GOLD) 850W NZXT BLACK (PA-8G2BB-US),200101.28,12904,31628,0.18208554622808518,0.8073008908038382,0.49469321851596165,Standard
Intel Core i9-10980XE @ 3.00GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,GeForce RTX 4060 Ti 16GB,RAM DDR4(3200) 16GB BLACKBERRY MAXIMUS x2,POWER SUPPLY (80+ BRONZE) 700W ITSONAS AURORA ARGB,59944.6888,32023,22660,0.45504254468619726,0.5702466231397532,0.5126445839129752,Standard
AMD Ryzen 9 3900X,MAINBOARD (AM4) MSI A520M-A PRO DDR4,GeForce RTX 2060,RAM DDR4(2666) 16GB BLACKBERRY x2,POWER SUPPLY (80+ GOLD) 850W NZXT BLACK (PA-8G2BB-US),28121.68,32504,14103,0.46190965678716234,0.34405646163199494,0.40298305920957866,Basic
AMD Athlon 2500+,MAINBOARD (AM4) ASROCK B450M PRO4 DDR4 R2.0,Radeon RX 6500 XT,RAM DDR4(3200) 16GB APACER NOX RGB BLACK (AH4U16G32C28YNBAA-1) x2,POWER SUPPLY (80+ GOLD) 850W ASUS ROG STRIX AURA GAMIN G850G,32783.6888,243,9630,0.0013277368511221519,0.225820094631387,0.11357391574125457,Basic
Intel Core i7-11700T @ 1.40GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,Intel Arc,RAM DDR4(3200) 32GB (16GBX2) KINGSTON FURY BEAST (KF432C16BB1K2/32WP) x2,POWER SUPPLY (80+ SILVER) 650W GIGABYTE P650SS (GP-650SS),42026.76,15308,5491,0.21640682999257607,0.11641246596706405,0.16640964797982005,Basic
Intel Core i5-10400 @ 2.90GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,RTX A6000,RAM DDR4(3200) 16GB KINGSTON FURY BEAST RGB (KF432C16BB12A/16WP) x2,POWER SUPPLY (FULL) 450W DTECH PW006,163295.2088,11986,22795,0.16897949860087944,0.5738151251619042,0.37139731188139186,Basic
Intel Core i5-12500,MAINBOARD (1700) GIGABYTE B760M D3HP WIFI6 DDR5 (rev. 1.0),Radeon RX 7900 XTX,RAM DDR5(6400) 64GB (32GBX2) KINGSTON FURY BEAST RGB (KF564C32BBEAK2-64) x2,POWER SUPPLY (80+ BRONZE) 650W SEGOTEP BN650W ID PCIE 5.1,112736.23999999999,19732,31353,0.2795671292330535,0.8000317200179747,0.5397994246255141,Standard
AMD Ryzen 5 7600,MAINBOARD (AM5) ASROCK B850M PRO RS WIFI DDR5,Quadro M4000,RAM DDR5(5200) 32GB (16GBX2) KINGSTON FURY BEAST RGB WHITE (KF552C40BWAK2-32) x2,POWER SUPPLY (80+ GOLD) 1200W ASUS TUF GAMING 1200G,57286.76,27012,6672,0.38350179886928215,0.14763025032380853,0.2655660245965453,Basic
Intel Core i5-14400T,MAINBOARD (1700) COLORFUL H610M-D EVO V21 DDR4,Tesla P40,RAM DDR4(3200) 16GB LEXAR (LD4AU016G-B3200GSST) x2,POWER SUPPLY (80+ GOLD) 1250W MSI MAG A1250GL PCIE5,43727.520000000004,20809,11595,0.29494317857346813,0.2777616240649203,0.2863524013191942,Basic
Intel Core i7-9700T @ 2.00GHz,MAINBOARD (1151V2) LONGWELL H310-D4N V3 DDR4,Quadro P400,RAM DDR4(3200) 16GB KINGBANK KJXS SILVER x2,POWER SUPPLY (80+ GOLD) 850W GIGABYTE UD850GM PG5 ICE,38192.8096,10551,1661,0.14849237622066128,0.015172741931220427,0.08183255907594085,Basic
AMD Athlon 5000 Dual-Core,MAINBOARD (AM4) LONGWELL B450M-VDH DDR4,RTX PRO 4500 Blackwell,RAM DDR4(3200) 16GB BLACKBERRY PRO SERIES BLACK x2,POWER SUPPLY (80+ BRONZE) 650W SEGOTEP BN650W ID PCIE 5.1,107036.644,872,32430,0.010307806521614985,0.8285004361502472,0.4194041213359311,Basic
Intel Core i3-13100TE,MAINBOARD (1700) MSI PRO H610M-S DDR4,Quadro P6000,RAM DDR4(3200) 16GB HIKSEMI ARMOR PURPLE (HSC416U32Z2) x2,POWER SUPPLY (80+ BRONZE) 750W SEGOTEP BN750W ID PCIE 5.1 ATX3.1,131213.44,11248,15555,0.15844326423391009,0.3824376833813539,0.27044047380763203,Basic
AMD Athlon Dual Core 5000B,MAINBOARD (AM4) ASROCK B550M STEEL LEGEND DDR4,Radeon RX 6700S,RAM DDR4(3200) 32GB (16GBX2) KINGSTON FURY BEAST RGB (KF432C16BB12AK2/32WP) x2,POWER SUPPLY (80+ GOLD) 1200W ASUS TUF GAMING 1200G,42156.4,856,15080,0.010079378676260636,0.3698818429330443,0.18998061080465248,Basic
AMD Ryzen 5 3600,MAINBOARD (AM4) ASUS PRIME A520M-K DDR4,Tesla M10,RAM DDR4(3200) 32GB (16GBX2) HIKSEMI ARMOR BLACK (HSC432U32D3)Recommend x2,POWER SUPPLY (80+ BRONZE) 750W ITSONAS DARK FOREST WHITE SFX,32677.3776,17678,2968,0.250242704585689,0.04972112817530597,0.14998191638049746,Basic
Intel Core i5-9600T @ 2.30GHz,MAINBOARD (1151V2) GIGABYTE H310M M.2 2.0 DDR4 (REV. 1.3),GeForce RTX 5070,RAM DDR4(3200) 16GB ADATA D35G XPG BLACK (AX4U320016G16A-SBKD35) x2,POWER SUPPLY (80+ GOLD) 850W SEGOTEP GM850W WHITE,48528.56,9590,28788,0.13477242875906573,0.732230181597103,0.43350130517808433,Basic
Intel Core i7-14700T,MAINBOARD (1700) MSI PRO H610M-E DDR5,Radeon RX 5500 XT,RAM DDR5(5200) 32GB (16GBX2) BLACKBERRY 5200 PRO SERIES BLACK x2,POWER SUPPLY (80+ GOLD) 850W MSI MAG A850GN PCIE5,49260.08,31285,9073,0.44450631031922794,0.21109671962147447,0.3278015149703512,Basic
Intel Core i7-9750HF @ 2.60GHz,MAINBOARD (1151V2) LONGWELL H310-D4N V3 DDR4,Quadro M2000,RAM DDR4(3200) 32GB ADATA 16 CHIP (AD4U320032G22-SGN) x2,POWER SUPPLY (80+ GOLD) 850W SILVERSTONE DA850W (SST-DA850R-GMA),41452.4,10344,4034,0.1455370909713894,0.0778990774761439,0.11171808422376664,Basic
Intel Core i9-10900K @ 3.70GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,Radeon Pro 555,RAM DDR4(3200) 16GB (8GBX2) ADATA D35G XPG RGB BLACK (AX4U32008G16A-DTBKD35G) x2,POWER SUPPLY (80+ PLATINUM) 850W GIGABYTE AORUS P850W (GP-AE850 PM PG5 ICE),75583.33439999999,22325,3140,0.31658671692079265,0.054267664085009645,0.18542719050290116,Basic
Intel Core i7-6700T @ 2.80GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),GeForce RTX 3070,RAM DDR4(2666) 16GB APACER (EL.16G2V.GNH) x2,POWER SUPPLY (80+ GOLD) 650W GIGABYTE PG5 (PCIE 5.1),27920.88,6990,22138,0.09765290388898407,0.5564484153207687,0.3270506596048764,Basic
Intel Core i7-11850HE @ 2.60GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,Radeon RX 9070,RAM DDR4(3200) 16GB KINGSTON FURY BEAST (KF432C16BB1/16WP) x2,POWER SUPPLY (80+ GOLD) 850W CORSAIR SERIES RM850E WHITE (CP-9020293-NA),53502.8,20111,25403,0.28497801381988463,0.6427532975602019,0.4638656556900433,Standard
Intel Core i5-14400T,MAINBOARD (1700) GIGABYTE B760M GAMING X GEN5 DDR5 (rev. 1.0),GeForce RTX 2080 SUPER,RAM DDR5(5600) 32GB (16GBX2) CORSAIR VENGEANCE RGB BLACK (CMH32GX5M2B5600C40K) x2,POWER SUPPLY (80+ GOLD) 850W COOLER MASTER MWE V3 (MPE-8506-ACAG-BTH),53132.520000000004,20809,19460,0.29494317857346813,0.4856599085406148,0.3903015435570415,Basic
AMD Ryzen 5 8500G,MAINBOARD (AM5) GIGABYTE B850 AORUS STEALTH DDR5 (rev. 1.0),Radeon RX 6900 XT,RAM DDR5(5200) 64GB (32GBX2) KINGSTON FURY BEAST (KF552C40BBK2-64) x2,POWER SUPPLY (80+ BRONZE) 750W ITSONAS DARK FOREST SFX,82838.0,21471,26695,0.3043943806750043,0.676905183579604,0.49064978212730415,Standard
